AVSid	FR.027	FR.030	FR.039	FR.040	FR.052	FR.053	FR.060	FR.105	FR.110	FR.115	FR.129	FR.132	FR.139	FR.142	FR.152	FR.156	FR.166	FR.173	FR.187	FR.194	FR.198	FR.212	FR.213	FR.221	FR.294	FR.305	FR.316	FR.349	FR.390	FR.393	FR.399	FR.460	FR.542	FR.558	FR.568	FR.682	FR.684	FR.696	FR.719	FR.721	FR.726	FR.728	FR.730	FR.751	FR.759	Kingdom	Phylum	Class	Order	Family	Genus	Genus.000
ASV3155	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV3227	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV3391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV350	33	0	13	23	38	0	0	16	99	0	0	0	0	0	88	0	0	0	0	0	0	0	0	726	44	0	53	70	0	0	45	427	0	0	0	0	0	0	344	0	407	0	121	0	76	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV361	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV396	63	0	18	45	54	0	0	0	197	0	23	0	0	0	0	47	0	0	34	0	44	0	0	960	118	53	84	26	0	0	0	156	0	166	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1561	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	46	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1622	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	211	0	0	491	0	0	0	51	157	0	0	0	0	154	0	181	0	193	0	0	0	131	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV463	12	0	0	0	0	0	0	16	92	0	0	0	0	0	0	0	0	0	0	0	1168	0	153	0	0	0	0	0	0	0	55	24	0	0	0	0	0	0	30	0	0	0	0	11	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV474	15	0	0	0	0	0	0	0	74	0	0	0	0	0	69	0	0	0	0	0	630	0	167	220	0	0	0	0	0	0	45	41	0	0	6	0	26	0	45	0	0	0	110	22	17	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV51	4457	42	124	2595	776	0	0	85	3222	0	181	124	0	0	31	819	0	6	907	29	0	0	0	8953	170	0	417	58	0	0	8772	2782	0	0	99	0	0	0	2145	0	4601	0	0	0	31	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV532	0	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV547	208	0	22	24	0	0	0	35	200	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	63	0	146	21	0	0	74	0	0	0	0	0	0	0	129	0	224	0	0	0	12	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV555	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	51	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV560	0	0	275	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0	0	294	152	0	0	34	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV571	71	0	14	57	20	11	0	0	78	0	13	0	0	0	0	0	0	0	40	0	0	0	0	70	61	0	179	0	0	0	17	0	0	0	0	0	19	0	222	0	0	0	0	0	203	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV656	28	0	63	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	77	0	0	0	0	0	0	243	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV671	25	0	0	0	0	0	0	0	18	66	0	0	0	0	37	0	0	0	0	0	0	19	115	0	0	0	38	0	0	0	8	0	0	0	23	0	107	0	94	0	219	0	0	27	15	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV678	26	0	12	6	8	36	0	14	0	0	0	0	47	0	115	0	0	0	0	0	0	0	0	362	111	0	0	9	0	0	0	0	0	25	6	0	0	0	0	0	0	0	0	0	24	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV720	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV767	39	0	13	0	0	0	0	17	94	0	11	0	0	0	16	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	17	0	139	0	13	0	131	0	0	0	88	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV796	99	0	0	80	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV849	0	0	0	0	0	0	0	0	45	22	0	0	0	0	23	0	0	0	0	0	0	65	73	73	0	0	0	0	0	0	39	32	0	0	0	0	44	0	39	0	0	0	61	13	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV863	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	g__Christensenellaceae_R-7_group
ASV1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Cyanobacteria	c__Oxyphotobacteria	o__Nostocales	f__Chroococcidiopsaceae	g__Chroococcidiopsis	g__Chroococcidiopsis
ASV3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Cyanobacteria	c__Oxyphotobacteria	o__Nostocales	f__Chroococcidiopsaceae	g__Chroococcidiopsis	g__Chroococcidiopsis
ASV3222	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Cyanobacteria	c__Oxyphotobacteria	o__Nostocales	f__Chroococcidiopsaceae	g__Chroococcidiopsis	g__Chroococcidiopsis_PCC_7203
ASV2740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	g__Chryseobacterium
ASV528	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	45	0	10	0	0	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Citrobacter	g__Citrobacter
ASV1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV218	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5459	0	16	0	10	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV2851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV419	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	d__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	g__Cloacibacillus
ASV1000	0	0	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	9	48	13	0	6	0	0	0	0	0	0	0	0	0	0	0	31	0	191	11	0	0	0	6	0	6	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Cloacibacterium	g__Cloacibacterium
ASV104	2380	86	0	0	60	0	0	974	110	0	0	0	0	0	0	3182	0	129	524	1448	0	1865	0	1110	122	13	298	409	1842	16	1203	0	0	0	89	0	111	0	268	13	157	0	622	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1127	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV124	0	0	0	41	0	0	18	314	202	0	0	28	0	0	166	194	0	0	283	2699	670	355	112	20	292	0	441	0	0	98	34	0	160	53	472	0	27	0	40	0	4926	1307	39	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	17	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1948	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2177	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV228	304	58	0	57	0	0	0	0	55	0	0	0	0	0	0	202	0	0	0	1123	0	2536	0	0	105	0	0	432	0	0	0	0	0	0	67	0	0	0	108	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV2966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV566	367	0	0	0	0	0	0	485	0	0	0	0	0	0	0	80	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV578	0	0	42	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	8	0	0	26	38	0	0	22	0	9	0	0	0	53	0	126	0	0	0	0	0	0	57	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV900	149	0	0	0	0	0	0	20	0	0	0	0	0	0	0	212	0	0	50	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_1
ASV3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae_1	g__Clostridium	g__Clostridium_sensu_stricto_3
ASV2799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	g__Collinsella
ASV2117	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Betaproteobacteriales	f__Burkholderiaceae	g__Comamonas	g__Comamonas
ASV2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Betaproteobacteriales	f__Neisseriaceae	g__Conchiformibius	g__Conchiformibius
ASV2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	g__Coprobacillus
ASV981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	14	0	0	0	0	36	0	0	0	0	0	0	0	0	0	152	0	12	0	25	0	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	g__Coprobacillus
ASV1139	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Coprobacter	g__Coprobacter
ASV2587	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Coprobacter	g__Coprobacter
ASV374	9	183	52	0	0	0	0	0	27	0	0	88	0	0	0	0	98	0	0	0	0	20	817	0	0	0	7	0	23	0	0	354	0	0	0	0	7	0	179	523	0	0	0	7	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Coprobacter	g__Coprobacter
ASV810	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Coprobacter	g__Coprobacter
ASV973	12	42	0	43	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	73	10	0	0	0	0	18	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Coprobacter	g__Coprobacter
ASV136	133	47	34	28	22	363	22	190	149	0	111	64	17	0	39	193	0	185	145	0	359	379	0	4163	65	24	484	265	0	0	324	347	639	61	143	0	376	0	420	0	212	0	412	233	192	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	g__Coprococcus_1
ASV1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	g__Coprococcus_1
ASV1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	g__Coprococcus_1
